Network,Algorithm,Sequence,NMI,Index_Higher,Iterations
network1,async_lpa,5,0.8665922937839418,115,1000
network1,RC,6,0.8788995926940029,0,1000
network1,louvain,6,0.8707201214443707,633,1000
network1,infomap,6,0.871106529986783,401,1000
network1,greedy,6,0.8460171686979535,126,1000
network1,async_lpa,6,0.8665922937839418,115,1000
network1,RC,7,0.8788995926940029,0,1000
network1,louvain,7,0.870374676188011,609,1000
network1,infomap,7,0.8710490743158058,424,1000
network1,greedy,7,0.8460171686979535,168,1000
network1,async_lpa,7,0.8665922937839418,115,1000
network1,RC,8,0.8788995926940029,0,1000
network1,louvain,8,0.8528039233957919,946,1000
network1,infomap,8,0.8705331054514746,425,1000
network1,greedy,8,0.8460171686979535,36,1000
network1,async_lpa,8,0.8665922937839418,115,1000
network1,RC,9,0.8788995926940029,0,1000
network1,louvain,9,0.8528039233957919,779,1000
network1,infomap,9,0.8710490743158058,425,1000
network1,greedy,9,0.8460171686979535,57,1000
network1,async_lpa,9,0.8665922937839418,115,1000
network1,RC,10,0.8788995926940029,0,1000
network1,louvain,10,0.8705189012877247,161,1000
network1,infomap,10,0.8704914040961319,426,1000
network1,greedy,10,0.8460171686979535,150,1000
network1,async_lpa,10,0.8665922937839418,115,1000
network1,RC,11,0.8788995926940029,0,1000
network1,louvain,11,0.8530979123342363,823,1000
network1,infomap,11,0.8710490743158058,425,1000
network1,greedy,11,0.8460171686979535,147,1000
network1,async_lpa,11,0.8665922937839418,115,1000
network1,RC,12,0.8788995926940029,0,1000
network1,louvain,12,0.8530979123342363,392,1000
network1,infomap,12,0.8704339484251545,406,1000
network1,greedy,12,0.8461424508978267,33,1000
network1,async_lpa,12,0.8665922937839418,115,1000
network1,RC,13,0.8788995926940029,0,1000
network1,louvain,13,0.8527524670778767,513,1000
network1,infomap,13,0.8704839503788674,426,1000
network1,greedy,13,0.8460171686979535,250,1000
network1,async_lpa,13,0.8665922937839418,115,1000
network1,RC,14,0.8788995926940029,0,1000
network1,louvain,14,0.8527524670778767,609,1000
network1,infomap,14,0.8704348294116843,425,1000
network1,greedy,14,0.8460171686979535,61,1000
network1,async_lpa,14,0.8665922937839418,115,1000
network1,RC,15,0.8788995926940029,0,1000
network1,louvain,15,0.8529512575299163,823,1000
network1,infomap,15,0.870484831365397,781,1000
network1,greedy,15,0.8460171686979535,73,1000
network1,async_lpa,15,0.8665922937839418,115,1000
network1,RC,16,0.8788995926940029,0,1000
network1,louvain,16,0.8527207032392808,494,1000
network1,infomap,16,0.8704914040961319,426,1000
network1,greedy,16,0.8446819442091671,63,1000
network1,async_lpa,16,0.8665922937839418,115,1000
network1,RC,17,0.8788995926940029,0,1000
network1,louvain,17,0.8530979123342363,181,1000
network1,infomap,17,0.8700980738828136,423,1000
network1,greedy,17,0.8460171686979535,35,1000
network1,async_lpa,17,0.8665922937839418,115,1000
network1,RC,18,0.8788995926940029,0,1000
network1,louvain,18,0.8711331461918461,161,1000
network1,infomap,18,0.8710490743158058,424,1000
network1,greedy,18,0.8446819442091671,364,1000
network1,async_lpa,18,0.8665922937839418,115,1000
network1,RC,19,0.8788995926940029,0,1000
network1,louvain,19,0.8527524670778767,513,1000
network1,infomap,19,0.8710490743158058,424,1000
network1,greedy,19,0.8460171686979535,31,1000
network1,async_lpa,19,0.8665922937839418,115,1000
network2,RC,0,0.8736888494515745,0,10
network2,louvain,0,0.8690983611596893,4,10
network2,infomap,0,0.8693050691227892,5,10
network2,greedy,0,0.8522324383002822,1,10
network2,async_lpa,0,0.8664747353433256,3,10
network2,RC,1,0.8732510782597631,0,10
network2,louvain,1,0.8695717200123142,3,10
network2,infomap,1,0.8693200663891675,7,10
network2,greedy,1,0.8522324383002822,1,10
network2,async_lpa,1,0.8664747353433256,3,10
network2,RC,2,0.8732510782597631,0,10
network2,louvain,2,0.8691891995658535,2,10
network2,infomap,2,0.8689525843386843,6,10
network2,greedy,2,0.8522324383002822,5,10
network2,async_lpa,2,0.8664747353433256,3,10
network2,RC,3,0.8732510782597631,0,10
network2,louvain,3,0.8696401833226207,4,10
network2,infomap,3,0.8692093183306602,3,10
network2,greedy,3,0.8523386861720987,1,10
network2,async_lpa,3,0.8664747353433256,3,10
network2,RC,4,0.8736888494515745,0,10
network2,louvain,4,0.8696401833226207,4,10
network2,infomap,4,0.869307915996284,0,10
network2,greedy,4,0.8522324383002822,4,10
network2,async_lpa,4,0.8664747353433256,3,10
network2,RC,5,0.8739471154953783,0,10
network2,louvain,5,0.8685170126348442,3,10
network2,infomap,5,0.868832511021235,2,10
network2,greedy,5,0.8522324383002822,4,10
network2,async_lpa,5,0.8664747353433256,3,10
network2,RC,6,0.8745173697472839,0,10
network2,louvain,6,0.8696401833226207,4,10
network2,infomap,6,0.8693200663891675,8,10
network2,greedy,6,0.8523386861720987,0,10
network2,async_lpa,6,0.8664747353433256,3,10
network2,RC,7,0.8736888494515745,0,10
network2,louvain,7,0.8690983611596893,4,10
network2,infomap,7,0.8694140494271888,7,10
network2,greedy,7,0.8523386861720987,4,10
network2,async_lpa,7,0.8664747353433256,3,10
network2,RC,8,0.8733687915332938,0,10
network2,louvain,8,0.8696207822819376,5,10
network2,infomap,8,0.8690814180724619,9,10
network2,greedy,8,0.8522324383002822,4,10
network2,async_lpa,8,0.8664747353433256,3,10
network2,RC,9,0.8736888494515745,0,10
network2,louvain,9,0.8690983611596893,4,10
network2,infomap,9,0.8692093183306602,2,10
network2,greedy,9,0.8481644248303175,6,10
network2,async_lpa,9,0.8664747353433256,3,10
network2,RC,10,0.874955140939095,0,10
network2,louvain,10,0.8689347370755997,3,10
network2,infomap,10,0.8693050691227892,4,10
network2,greedy,10,0.8522324383002822,6,10
network2,async_lpa,10,0.8664747353433256,3,10
network2,RC,11,0.8742318614529462,0,10
network2,louvain,11,0.8695717200123142,3,10
network2,infomap,11,0.8689298887865788,8,10
network2,greedy,11,0.8522324383002822,7,10
network2,async_lpa,11,0.8664747353433256,3,10
network2,RC,12,0.8739252381517068,0,10
network2,louvain,12,0.869215334815503,3,10
network2,infomap,12,0.8689525843386843,7,10
network2,greedy,12,0.8463497312407694,0,10
network2,async_lpa,12,0.8664747353433256,3,10
network2,RC,13,0.8745173697472839,0,10
network2,louvain,13,0.8690983611596893,4,10
network2,infomap,13,0.868832511021235,6,10
network2,greedy,13,0.8522324383002822,1,10
network2,async_lpa,13,0.8664747353433256,3,10
network2,RC,14,0.8732510782597631,0,10
network2,louvain,14,0.8696401833226207,9,10
network2,infomap,14,0.8694140494271888,7,10
network2,greedy,14,0.8522324383002822,0,10
network2,async_lpa,14,0.8664747353433256,3,10
network2,RC,15,0.8733687915332938,0,10
network2,louvain,15,0.8690983611596893,4,10
network2,infomap,15,0.8689298887865788,7,10
network2,greedy,15,0.8481644248303175,2,10
network2,async_lpa,15,0.8664747353433256,3,10
network2,RC,16,0.8745173697472839,0,10
network2,louvain,16,0.8690006946372145,4,10
network2,infomap,16,0.8689428570474439,8,10
network2,greedy,16,0.8523386861720987,5,10
network2,async_lpa,16,0.8664747353433256,3,10
network2,RC,17,0.8745173697472839,0,10
network2,louvain,17,0.869731021728785,2,10
network2,infomap,17,0.8692093183306602,4,10
network2,greedy,17,0.8522324383002822,5,10
network2,async_lpa,17,0.8664747353433256,3,10
network2,RC,18,0.8749549212627552,0,10
network2,louvain,18,0.8689347370755997,3,10
network2,infomap,18,0.8689119754702684,9,10
network2,greedy,18,0.8481644248303175,2,10
network2,async_lpa,18,0.8664747353433256,3,10
network2,RC,19,0.8736886297752345,0,10
network2,louvain,19,0.8696207822819376,5,10
network2,infomap,19,0.8692093183306602,4,10
network2,greedy,19,0.8522324383002822,3,10
network2,async_lpa,19,0.8664747353433256,3,10
network2,RC,0,0.8686174859464056,0,100
network2,louvain,0,0.8699431561583818,69,100
network2,infomap,0,0.868713470163007,22,100
network2,greedy,0,0.8522324383002822,37,100
network2,async_lpa,0,0.8652686093465031,24,100
network2,RC,1,0.8686174859464056,0,100
network2,louvain,1,0.8697060318822794,39,100
network2,infomap,1,0.8694453365722279,24,100
network2,greedy,1,0.8522324383002822,37,100
network2,async_lpa,1,0.8652686093465031,24,100
network2,RC,2,0.8686174859464056,0,100
network2,louvain,2,0.8691891995658535,20,100
network2,infomap,2,0.8691328864722745,19,100
network2,greedy,2,0.8481644248303175,23,100
network2,async_lpa,2,0.8652686093465031,24,100
network2,RC,3,0.8686174859464056,0,100
network2,louvain,3,0.8698523177522175,28,100
network2,infomap,3,0.8689119754702684,20,100
network2,greedy,3,0.8522324383002822,25,100
network2,async_lpa,3,0.8652686093465031,24,100
network2,RC,4,0.8686174859464056,0,100
network2,louvain,4,0.8699431561583818,79,100
network2,infomap,4,0.8699000715545033,18,100
network2,greedy,4,0.8522324383002822,48,100
network2,async_lpa,4,0.8652686093465031,24,100
network2,RC,5,0.8686174859464056,0,100
network2,louvain,5,0.8696401833226207,27,100
network2,infomap,5,0.8688917876839498,19,100
network2,greedy,5,0.8522324383002822,59,100
network2,async_lpa,5,0.8652686093465031,24,100
network2,RC,6,0.8686174859464056,0,100
network2,louvain,6,0.869731021728785,84,100
network2,infomap,6,0.869956871583305,18,100
network2,greedy,6,0.8522324383002822,99,100
network2,async_lpa,6,0.8652686093465031,24,100
network2,RC,7,0.86761417721264,0,100
network2,louvain,7,0.8699431561583818,69,100
network2,infomap,7,0.8694453365722279,23,100
network2,greedy,7,0.8523386861720987,4,100
network2,async_lpa,7,0.8652686093465031,24,100
network2,RC,8,0.8686174859464056,0,100
network2,louvain,8,0.8692169328825928,29,100
network2,infomap,8,0.8689181221946387,16,100
network2,greedy,8,0.8482404357125748,36,100
network2,async_lpa,8,0.8652686093465031,24,100
network2,RC,9,0.8686174859464056,0,100
network2,louvain,9,0.8694740534898393,28,100
network2,infomap,9,0.8689181221946387,14,100
network2,greedy,9,0.8482617365171766,57,100
network2,async_lpa,9,0.8652686093465031,24,100
network2,RC,10,0.8686174859464056,0,100
network2,louvain,10,0.86933886579729,41,100
network2,infomap,10,0.869956871583305,15,100
network2,greedy,10,0.8463497312407694,59,100
network2,async_lpa,10,0.8652686093465031,24,100
network2,RC,11,0.8686174859464056,0,100
network2,louvain,11,0.8696625584184785,69,100
network2,infomap,11,0.8695662106407478,18,100
network2,greedy,11,0.8523384634991233,30,100
network2,async_lpa,11,0.8652686093465031,24,100
network2,RC,12,0.8686174859464056,0,100
network2,louvain,12,0.8696625584184785,69,100
network2,infomap,12,0.868713470163007,17,100
network2,greedy,12,0.8522324383002822,33,100
network2,async_lpa,12,0.8652686093465031,24,100
network2,RC,13,0.8686174859464056,0,100
network2,louvain,13,0.8696401833226207,27,100
network2,infomap,13,0.8690825698280729,17,100
network2,greedy,13,0.8522324383002822,13,100
network2,async_lpa,13,0.8652686093465031,24,100
network2,RC,14,0.8686174859464056,0,100
network2,louvain,14,0.8699431561583818,23,100
network2,infomap,14,0.869215334815503,14,100
network2,greedy,14,0.8523386861720987,61,100
network2,async_lpa,14,0.8652686093465031,24,100
network2,RC,15,0.86761417721264,0,100
network2,louvain,15,0.8692169328825928,29,100
network2,infomap,15,0.868713470163007,20,100
network2,greedy,15,0.8522324383002822,73,100
network2,async_lpa,15,0.8652686093465031,24,100
network2,RC,16,0.86761417721264,0,100
network2,louvain,16,0.8699431561583818,69,100
network2,infomap,16,0.8699000715545033,18,100
network2,greedy,16,0.8522324383002822,63,100
network2,async_lpa,16,0.8652686093465031,24,100
network2,RC,17,0.8686174859464056,0,100
network2,louvain,17,0.8699431561583818,69,100
network2,infomap,17,0.8694178828576257,23,100
network2,greedy,17,0.8481644248303175,35,100
network2,async_lpa,17,0.8652686093465031,24,100
network2,RC,18,0.8686174859464056,0,100
network2,louvain,18,0.8699431561583818,69,100
network2,infomap,18,0.8693296120466909,15,100
network2,greedy,18,0.8482404357125748,13,100
network2,async_lpa,18,0.8652686093465031,24,100
network2,RC,19,0.86761417721264,0,100
network2,louvain,19,0.8696625584184785,69,100
network2,infomap,19,0.8689525843386843,17,100
network2,greedy,19,0.8481591911943668,31,100
network2,async_lpa,19,0.8652686093465031,24,100
network2,RC,0,0.870455977356951,0,1000
network2,louvain,0,0.8693758913164337,513,1000
network2,infomap,0,0.868632418521493,425,1000
network2,greedy,0,0.8522324383002822,37,1000
network2,async_lpa,0,0.8661981346974185,115,1000
network2,RC,1,0.870455977356951,0,1000
network2,louvain,1,0.8696445981374269,513,1000
network2,infomap,1,0.8688209234501323,425,1000
network2,greedy,1,0.8522324383002822,37,1000
network2,async_lpa,1,0.8661981346974185,115,1000
network2,RC,2,0.870455977356951,0,1000
network2,louvain,2,0.8690915330433786,962,1000
network2,infomap,2,0.8688209234501323,425,1000
network2,greedy,2,0.8481644248303175,23,1000
network2,async_lpa,2,0.8661981346974185,115,1000
network2,RC,3,0.870455977356951,0,1000
network2,louvain,3,0.8696207822819376,633,1000
network2,infomap,3,0.868563116738384,426,1000
network2,greedy,3,0.8522324383002822,25,1000
network2,async_lpa,3,0.8661981346974185,115,1000
network2,RC,4,0.870455977356951,0,1000
network2,louvain,4,0.869731021728785,823,1000
network2,infomap,4,0.8689042964891722,425,1000
network2,greedy,4,0.8522324383002822,48,1000
network2,async_lpa,4,0.8661981346974185,115,1000
network2,RC,5,0.870455977356951,0,1000
network2,louvain,5,0.8693640003975235,513,1000
network2,infomap,5,0.868563116738384,426,1000
network2,greedy,5,0.8522324383002822,59,1000
network2,async_lpa,5,0.8661981346974185,115,1000
network2,RC,6,0.8694524478038879,0,1000
network2,louvain,6,0.8692480273911257,633,1000
network2,infomap,6,0.8695261775342609,401,1000
network2,greedy,6,0.8523386861720987,126,1000
network2,async_lpa,6,0.8661981346974185,115,1000
network2,RC,7,0.870455977356951,0,1000
network2,louvain,7,0.8695299438757733,609,1000
network2,infomap,7,0.86924934613587,424,1000
network2,greedy,7,0.8523384634991233,168,1000
network2,async_lpa,7,0.8661981346974185,115,1000
network2,RC,8,0.870455977356951,0,1000
network2,louvain,8,0.8699431561583818,946,1000
network2,infomap,8,0.868632418521493,425,1000
network2,greedy,8,0.8482404357125748,36,1000
network2,async_lpa,8,0.8661981346974185,115,1000
network2,RC,9,0.870455977356951,0,1000
network2,louvain,9,0.8696401833226207,779,1000
network2,infomap,9,0.8688209234501323,425,1000
network2,greedy,9,0.8482617365171766,57,1000
network2,async_lpa,9,0.8661981346974185,115,1000
network2,RC,10,0.870455977356951,0,1000
network2,louvain,10,0.8691572363703159,161,1000
network2,infomap,10,0.8695215639754418,426,1000
network2,greedy,10,0.8522324383002822,150,1000
network2,async_lpa,10,0.8661981346974185,115,1000
network2,RC,11,0.870455977356951,0,1000
network2,louvain,11,0.8696333552063102,823,1000
network2,infomap,11,0.8688209234501323,425,1000
network2,greedy,11,0.8481644248303175,147,1000
network2,async_lpa,11,0.8661981346974185,115,1000
network2,RC,12,0.870455977356951,0,1000
network2,louvain,12,0.869731021728785,392,1000
network2,infomap,12,0.8694650406509205,406,1000
network2,greedy,12,0.8522324383002822,33,1000
network2,async_lpa,12,0.8661981346974185,115,1000
network2,RC,13,0.870455977356951,0,1000
network2,louvain,13,0.8693640003975235,513,1000
network2,infomap,13,0.86924934613587,426,1000
network2,greedy,13,0.8522324383002822,250,1000
network2,async_lpa,13,0.8661981346974185,115,1000
network2,RC,14,0.870455977356951,0,1000
network2,louvain,14,0.8695286251310291,609,1000
network2,infomap,14,0.8688209234501323,425,1000
network2,greedy,14,0.8523386861720987,61,1000
network2,async_lpa,14,0.8661981346974185,115,1000
network2,RC,15,0.870455977356951,0,1000
network2,louvain,15,0.869731021728785,823,1000
network2,infomap,15,0.8689601073499015,781,1000
network2,greedy,15,0.8522324383002822,73,1000
network2,async_lpa,15,0.8661981346974185,115,1000
network2,RC,16,0.870455977356951,0,1000
network2,louvain,16,0.868917681244193,494,1000
network2,infomap,16,0.868563116738384,426,1000
network2,greedy,16,0.8522324383002822,63,1000
network2,async_lpa,16,0.8661981346974185,115,1000
network2,RC,17,0.870455977356951,0,1000
network2,louvain,17,0.869731021728785,181,1000
network2,infomap,17,0.8689042964891722,423,1000
network2,greedy,17,0.8481644248303175,35,1000
network2,async_lpa,17,0.8661981346974185,115,1000
network2,RC,18,0.870455977356951,0,1000
network2,louvain,18,0.8691572363703159,161,1000
network2,infomap,18,0.868563116738384,424,1000
network2,greedy,18,0.8522324383002822,364,1000
network2,async_lpa,18,0.8661981346974185,115,1000
network2,RC,19,0.870455977356951,0,1000
network2,louvain,19,0.8696445981374269,513,1000
network2,infomap,19,0.868632418521493,424,1000
network2,greedy,19,0.8481591911943668,31,1000
network2,async_lpa,19,0.8661981346974185,115,1000
network3,RC,0,0.8777062009648812,0,10
network3,louvain,0,0.8685491737810686,4,10
network3,infomap,0,0.8684175128925168,5,10
network3,greedy,0,0.8411179463896723,1,10
network3,async_lpa,0,0.8650471661143376,3,10
network3,RC,1,0.87603513906867,0,10
network3,louvain,1,0.8689482789871427,3,10
network3,infomap,1,0.8684175128925168,7,10
network3,greedy,1,0.8448503383127746,1,10
network3,async_lpa,1,0.8650471661143376,3,10
network3,RC,2,0.8777062009648812,0,10
network3,louvain,2,0.8692764910918981,2,10
network3,infomap,2,0.8683465742078227,6,10
network3,greedy,2,0.8431407848966387,5,10
network3,async_lpa,2,0.8650471661143376,3,10
network3,RC,3,0.8777062009648812,0,10
network3,louvain,3,0.8685491737810686,4,10
network3,infomap,3,0.8685350296848061,3,10
network3,greedy,3,0.8411179463896723,1,10
network3,async_lpa,3,0.8650471661143376,3,10
network3,RC,4,0.8760340349697918,0,10
