id,eigenvector_centrality,eigenvector_centrality_weighted,pagerank,degree_centrality,core_number,closeness_centrality,clustering_coefficient,vertex_betweenes
Gad1-F-700723,3.542302980045513e-05,2.299838461282797e-08,1.1657596843386607e-05,0.0014069644741470278,28,0.3319655040117433,0.00046917077127319357,6.826216854491568e-07
VGlut-F-200119,0.0001580175280805196,9.010989809088868e-08,3.1644937279222995e-05,0.007989548263906337,102,0.3555718344083332,0.000306991984838134,4.3231235224143e-05
Gad1-F-400866,0.0001455774091953012,1.4595009284821876e-07,3.0147630440587784e-05,0.0028139289482940555,51,0.357462324645699,0.0002718349233165159,2.8704872119957293e-06
VGlut-F-800090,0.0001486080773042397,5.225510326366453e-08,3.4369947769225185e-05,0.003768654841465253,65,0.3526420243115852,0.0004584716612884662,3.529148929352565e-05
Gad1-F-100273,0.00029828586374330834,2.832552603748917e-07,3.0700314162281484e-05,0.01020049243756595,148,0.35527983575827904,0.00024610267606586355,2.027037137946566e-05
Cha-F-300098,1.696002233778078e-05,6.562792623933278e-09,1.1685463014038904e-05,0.0007034822370735139,14,0.31655214099382833,0.0003570219199572402,2.3657499777398922e-07
Gad1-F-200542,0.000172797206728461,3.7632299705562374e-07,3.7494812828249014e-05,0.005879101552685795,90,0.3535253051001013,0.0017700093934306484,8.34942319442983e-06
Gad1-F-500585,0.00025450398907341236,1.3249567730028852e-07,2.4522881032553543e-05,0.004220893422441084,74,0.35357555298925114,0.00038534272014807664,4.992973932057778e-06
fru-F-200078,0.00028095273017876706,1.5786412964408725e-06,3.818953838970055e-05,0.008944274157077534,109,0.3654845641035059,0.0011147517058138993,1.8269260397899838e-05
Gad1-F-100808,0.00011271389570945992,2.822690500984826e-08,1.4138338497536984e-05,0.0022611929048791516,44,0.34895668946168684,0.00031532359347830876,1.3473440591203789e-06
Gad1-F-900386,0.0001262408006751254,1.970306300092649e-07,2.0648546567048486e-05,0.0023114416360986885,41,0.35982786988988735,0.0006359101325349446,2.1444400114115514e-06
VGlut-F-600165,2.8917359015363746e-06,4.629849075733556e-10,1.2012903366722611e-05,0.0008039796995125873,15,0.2872670583310478,0.0016109049814032371,3.441263292017898e-06
fru-F-200166,0.00046302079824300893,2.1596942225379246e-06,0.0001646528613370667,0.01266268026732325,109,0.3728734167728397,0.001317622835080976,7.981932228499042e-06
VGlut-F-600331,9.321518406174665e-06,2.1119191656395655e-09,7.906805935313017e-06,0.0002512436560976835,5,0.2981423220973783,0.0,5.997046429667e-08
